iu_ac,date_debut,date_fin,libelle,iu_nd_aval,libelle_nd_aval,iu_nd_amont,libelle_nd_amont,geo_point_2d_lon,geo_point_2d_lat,geo_shape_type,geo_shape_geometry_coordinates,geo_shape_geometry_type
5241,2005-01-01T02:00:00,2019-06-01T04:00:00,Av_Pte_Ternes,2758,Pl_General_Koenig,2764,Av_Pte_des_Ternes-Charpentier,2.285230589639556,48.88065827772763,Feature,"[[2.2851445334502243, 48.88067923114129], [2.2853166458288876, 48.88063732431397]]",LineString
5890,2005-01-01T02:00:00,2019-06-01T04:00:00,Place_de_la_Pte_d'Auteuil,3062,Pl_Pte_d'Auteuil-General_Sarrail,2435,Pl_Pte_d'Auteuil,2.2580517066079757,48.8480582234707,Feature,"[[2.2587762264031115, 48.848124651512045], [2.2573271868128395, 48.847991795429365]]",LineString
1911,2005-01-01T02:00:00,2019-06-01T04:00:00,Bd_des_Batignolles,2057,Pl_Clichy-Bd_Batignolles,2058,Bd_Batignolles-Lecluse,2.3265255109029486,48.88316859186337,Feature,"[[2.3258904181431648, 48.883045412710445], [2.327160603662733, 48.88329177101629]]",LineString
4481,2005-01-01T02:00:00,2019-03-01T02:00:00,Quai_Andre_Citroen,2386,Quai_Andre-Citoen-Javel,2387,Rond_Point_Mirabeau,2.2780728565456596,48.846769202123525,Feature,"[[2.277482866019359, 48.84608563023269], [2.2774666498973732, 48.8462577547795], [2.277539549570075, 48.846414280144465], [2.278856423917228, 48.84734501098217]]",LineString
4620,2005-01-01T02:00:00,2019-06-01T04:00:00,Bd_Exelmans,2456,Bd_Exelmans-Molitor,2466,Exelmans-Erlanger,2.25897049279188,48.84446862403794,Feature,"[[2.2594440848595263, 48.84375375249835], [2.2591089081634954, 48.84414975662283], [2.258849361231093, 48.84453363708492], [2.258740621277045, 48.844876756595326], [2.2587008031810285, 48.845273482729276]]",LineString
7189,2005-01-01T02:00:00,2019-03-01T02:00:00,Av_Emile_Zola,3725,Av_Emile_Zola-Lourmel,3724,Av_Emile_Zola-St_Charles-Linois,2.287515359915237,48.8465875678409,Feature,"[[2.2861774041159015, 48.846521926190626], [2.288853315714573, 48.846653209491166]]",LineString
1131,2005-01-01T02:00:00,2019-06-01T04:00:00,Ernest_Renan,3467,Ernest_Renan-station_T2,581,Pl_Pte_Versailles,2.2831284106362775,48.83372331269235,Feature,"[[2.2823286422046904, 48.833163954708766], [2.283928179067865, 48.83428267067593]]",LineString
4706,1996-10-16T04:00:00,2023-01-01T02:00:00,Bd_Diderot,2510,Bd_Diderot-Pge_du_Genie,2511,Bd_Diderot-Picpus,2.3916653719882,48.8479704900959,Feature,"[[2.3927711729714, 48.84809856432859], [2.390559571005, 48.84784241586322]]",LineString
5630,1997-01-08T02:00:00,2023-01-01T02:00:00,Souterrain_Maine,2954,Av_Maine-Vercingetorix,2959,Souterrain_Maine_NORD,2.3214470586467004,48.840781038508375,Feature,"[[2.3204563139938, 48.84323943204997], [2.322437803299601, 48.8383226449668]]",LineString
5731,1997-03-07T02:00:00,2023-01-01T02:00:00,Alesia,2999,Alesia-Bardiner,3000,Alesia-Didot,2.318182010584135,48.83084012151571,Feature,"[[2.319267849586796, 48.830570891542145], [2.317096171581474, 48.83110935148928]]",LineString
4992,1996-10-21T04:00:00,2023-01-01T02:00:00,Tolbiac,2643,Tolbiac-Av_Choisy,2642,Tolbiac-Av_d'Italie,2.3586349037996417,48.82612552052872,Feature,"[[2.35737438520126, 48.82613881631576], [2.359895422398024, 48.82611222474167]]",LineString
5822,1997-03-14T02:00:00,2023-01-01T02:00:00,Rennes,3035,Rennes-Bd_Raspail,3036,Rennes-Assas,2.3282860031287695,48.84856918384055,Feature,"[[2.3286560704961867, 48.848986325134064], [2.3279159357613524, 48.84815204254704]]",LineString
5820,1997-03-14T02:00:00,2023-01-01T02:00:00,Rennes,2925,Vaugirard-Rennes,3035,Rennes-Bd_Raspail,2.3273607968210044,48.84756126651058,Feature,"[[2.327698884473236, 48.847924804797984], [2.3270227091687734, 48.847197728223186]]",LineString
1932,1996-10-03T04:00:00,2023-01-01T02:00:00,Chateaudun,2116,La_Fayette-Chateaudun-Cadet,2115,Chateaudun-Maubeuge,2.3417428559881417,48.87577313262787,Feature,"[[2.340314597196165, 48.87586967381714], [2.343171114780118, 48.8756765914386]]",LineString
1348,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Voltaire,731,Bd_Voltaire-JP_Timbaud,699,Bd_Voltaire-Oberkampf,2.368996648158892,48.864485193876064,Feature,"[[2.3701931424824196, 48.86378387202115], [2.367800153835364, 48.86518651573098]]",LineString
1322,1996-10-03T04:00:00,2023-01-01T02:00:00,Av_Parmentier,676,Fbg_Temple-Parmentier,724,Parmentier-J.Louvel-Tessier,2.3705055594349096,48.870600090303014,Feature,"[[2.370035205632027, 48.87124225322004], [2.370975913237792, 48.869957927386]]",LineString
6009,1997-10-10T04:00:00,2023-01-01T02:00:00,Bd_Haussmann,3111,Haussmann-Tronchet-Havre,3110,Haussmann-Caumartin,2.3277646862121406,48.873668313820936,Feature,"[[2.3283503153865968, 48.87359999722033], [2.3271790570376845, 48.87373663042154]]",LineString
1613,1996-10-03T04:00:00,2023-01-01T02:00:00,Marx_Dormoy,854,Marx_Dormoy-Doudeauville,855,Marx_Dormoy-Ordener-Chapelle,2.359823591432517,48.88964598098798,Feature,"[[2.359839578275077, 48.89020533778106], [2.359807604589957, 48.8890866241949]]",LineString
1571,1996-10-03T04:00:00,2023-01-01T02:00:00,Marx_Dormoy,3493,Marx_Dormoy-Lepine,833,Marx_Dormoy-Departement,2.359419894357393,48.88647225844278,Feature,"[[2.359518221811718, 48.88684497513247], [2.359321566903068, 48.8860995417531]]",LineString
5566,1996-12-12T02:00:00,2023-01-01T02:00:00,Vaugirard,2921,Vaugirard-Stael,2920,Vaugirard-Volontaires,2.3094673071309275,48.84195756528273,Feature,"[[2.307905252608398, 48.841465075669085], [2.3110293616534565, 48.8424500548964]]",LineString
6296,2000-09-18T04:00:00,2023-01-01T02:00:00,Quai_Tournelle,3268,Tournelle-Poissy,130,Pt_Tournelle_Gauche,2.354237130937661,48.8502511716628,Feature,"[[2.354917570805424, 48.850047362713596], [2.3535566910698984, 48.85045498061198]]",LineString
1352,1996-10-03T04:00:00,2023-01-01T02:00:00,Av_Gambetta,732,Av_Gambetta-Chine,673,Gambetta-Pelleport,2.400582071719273,48.86741196135587,Feature,"[[2.40134755206102, 48.86831127938366], [2.399816591377526, 48.866512643328086]]",LineString
321,1996-10-03T04:00:00,2023-01-01T02:00:00,Quai_d'Orsay,188,Quai_d'Orsay-Esnault_Pelterie,189,Pt_Alexandre_III_Gauche,2.3143279835553345,48.86283248423463,Feature,"[[2.313532237066793, 48.862819759005134], [2.3151237300438763, 48.86284520946413]]",LineString
6395,2001-07-18T04:00:00,2023-01-01T02:00:00,Av_Ph_Auguste,3316,Av_Ph_Auguste-Charonne,3315,Av_Ph_Auguste-A_Dumas,2.3920810688199863,48.85464576511097,Feature,"[[2.3927285654484893, 48.85355808125503], [2.3914335721914832, 48.85573344896691]]",LineString
6409,2001-07-18T04:00:00,2023-01-01T02:00:00,Bd_de_Belleville,3320,Bd_de_Belleville-JP_Timbaud,3319,Bd_Menilmontant-Oberkampf,2.3819469512443874,48.868080082134945,Feature,"[[2.3832421113383995, 48.86715300565343], [2.3829859202450203, 48.86730414128036], [2.3806678096882568, 48.86903125666728]]",LineString
6411,2001-07-18T04:00:00,2023-01-01T02:00:00,Bd_de_Belleville,3321,Bd_de_Belleville-Fontaine_Roi,3320,Bd_de_Belleville-JP_Timbaud,2.3799807068517946,48.86957665789613,Feature,"[[2.3806678096882568, 48.86903125666728], [2.3792936040153316, 48.87012205912498]]",LineString
6270,2000-04-28T04:00:00,2023-01-01T02:00:00,Bd_de_Courcelles,3241,Malesherbes-Courcelles,3131,Batignolles-Villiers,2.313959361223251,48.88109978215708,Feature,"[[2.3153684787011213, 48.88126311358417], [2.312550243745381, 48.88093645072999]]",LineString
244,1996-10-03T04:00:00,2023-01-01T02:00:00,Royale,140,Concorde-Royale,149,Royale-St_Honore,2.322536485309668,48.867554398507544,Feature,"[[2.32315100216499, 48.86840946671428], [2.3219219684543457, 48.866699330300804]]",LineString
5145,1996-10-22T04:00:00,2023-01-01T02:00:00,Joseph_Kessel,816,Pt_Tolbiac-RD,2712,Dijon-Laroche,2.383554072176712,48.8343560076234,Feature,"[[2.3846541242435366, 48.834960308805506], [2.3824540201098867, 48.8337517064413]]",LineString
1626,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Barbes,863,Barbes-Poissonniers-Goutte_d'Or,834,Magenta-Barbes-Chapelle-Rochech,2.3495466291706064,48.884667493369705,Feature,"[[2.3495206725909394, 48.88386937811454], [2.349572585750274, 48.88546560862488]]",LineString
1646,1996-10-03T04:00:00,2023-01-01T02:00:00,Chapelle,872,Chapelle-Pre-Imp_Gue,871,Chapelle-Boucry-R_Queneau,2.359367595511249,48.89620270742536,Feature,"[[2.359433619187229, 48.89528317950113], [2.3593015718352692, 48.89712223534959]]",LineString
5582,1996-12-13T02:00:00,2023-01-01T02:00:00,Lecourbe,2933,Lecourbe-Cambronne,2932,Lecourbe-Volontaires,2.3045152748082116,48.843172234909545,Feature,"[[2.3063708239197918, 48.84371862677628], [2.3026597256966315, 48.8426258430428]]",LineString
4509,1996-10-15T04:00:00,2023-01-01T02:00:00,Av_Victor_Hugo,2404,Place_Tattegrain,2402,Hugo-Dufrenoy,2.27415637079392,48.86497392239367,Feature,"[[2.2757930778289674, 48.865699013101334], [2.2730327626485822, 48.86448356799732], [2.272538798437078, 48.86421022106586]]",LineString
4927,1996-10-18T04:00:00,2023-01-01T02:00:00,Rue_Fbg_St_Martin,2606,Bd_Chapelle-Quai_de_la_Seine,2603,La_Fayette-Rue_Fbg_St_Martin,2.368699034957481,48.88391897762633,Feature,"[[2.3685864393413114, 48.88381151685498], [2.3688116305736506, 48.884026438397676]]",LineString
4664,1996-10-16T04:00:00,2023-01-01T02:00:00,Av_Ledru_Rollin,2483,Av_Ledru_Rollin-Charonne,2481,Rue_Fbg_St_Antoine-Av_L_Rollin,2.3767561505848427,48.85227961427837,Feature,"[[2.3761979693631003, 48.851300243923866], [2.377314331806585, 48.85325898463287]]",LineString
6398,2001-07-18T04:00:00,2023-01-01T02:00:00,Av_Ph_Auguste,3316,Av_Ph_Auguste-Charonne,3317,Av_Ph_Auguste-Bd_Charonne,2.3904157324418995,48.856988557218784,Feature,"[[2.3896432786611266, 48.85821491144477], [2.3911881862226725, 48.8557622029928]]",LineString
561,1996-10-03T04:00:00,2023-01-01T02:00:00,Turbigo,308,Bd_Sebastopol-Turbigo,319,Turbigo-St_Martin,2.3524640392114926,48.864656781376645,Feature,"[[2.353310089286082, 48.86483534614437], [2.351617989136903, 48.86447821660892]]",LineString
4644,1996-10-16T04:00:00,2023-01-01T02:00:00,Av_de_Versailles,2473,Av_Versailles-Boileau,2470,Bd_Exelmans-Av_Versailles,2.263799406625286,48.84016716010355,Feature,"[[2.264882661695483, 48.84075259158642], [2.262716151555089, 48.839581728620665]]",LineString
6646,2007-07-25T04:00:00,2023-01-01T02:00:00,Pyrenees,3440,Pyrenees-Vitruve,3441,Pyrenees-Orteaux,2.404444226330387,48.85694429075291,Feature,"[[2.4049508442091416, 48.85623285718189], [2.403937608451632, 48.85765572432392]]",LineString
5916,1997-07-23T04:00:00,2023-01-01T02:00:00,Pyrenees,766,Pyrenees-Avron,3074,Pyrenees-Plaine,2.406320911214207,48.85159832656413,Feature,"[[2.406455436639926, 48.850506467719256], [2.406186385788489, 48.85269018540901]]",LineString
1328,1996-10-03T04:00:00,2023-01-01T02:00:00,Pyrenees,725,Pyrenees-face_195,718,Pyrenees-Landrin-Cour_des_Noues,2.3997429385548483,48.86292506660174,Feature,"[[2.399085077917946, 48.864042937816755], [2.3997538449289837, 48.86322838799731], [2.399986608781271, 48.86243058892341], [2.400101373318763, 48.86173393106441], [2.4001243783366304, 48.86167740577634]]",LineString
6519,2003-03-07T02:00:00,2023-01-01T02:00:00,Belleville,3379,Belleville-Fetes-Metra,3380,Belleville-Jourdain,2.3907752539530054,48.8753775491863,Feature,"[[2.389387253282211, 48.875136640717784], [2.389743841340893, 48.875305240345014], [2.3901667111392904, 48.87538037618212], [2.390586145008761, 48.875411344795644], [2.3910322970883264, 48.87542643974255], [2.391641367626257, 48.87542257578441], [2.3921998900908488, 48.87541105058224]]",LineString
4056,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_de_Clichy,2097,Bd_Clichy-Douai,2057,Pl_Clichy-Bd_Batignolles,2.3280426143512867,48.88359586344181,Feature,"[[2.327501955181449, 48.88335987968705], [2.3285832735211245, 48.883831847196575]]",LineString
6623,2007-07-16T04:00:00,2023-01-01T02:00:00,Av_Simon_Bolivar,3427,Mathurin_Moreau-Simon_Bolivar,3432,Atlas-Simon_Bolivar,2.3741862447689446,48.87769284623372,Feature,"[[2.374291614033205, 48.87702009739467], [2.3742100378426407, 48.87716990447476], [2.3741374405615967, 48.877359913611], [2.3741097423867505, 48.87758166103073], [2.3741468334998412, 48.87781842422986], [2.374292408067467, 48.878381717149544]]",LineString
6846,2014-04-16T04:00:00,2023-01-01T02:00:00,Av_Raymond_Poincare,2399,Poincarre-St_Didier,3548,Poincare_Trocadero,2.2864277434849223,48.865648507240856,Feature,"[[2.286579267190629, 48.86504893695174], [2.286276219779216, 48.866248077529974]]",LineString
4687,1996-10-16T04:00:00,2023-01-01T02:00:00,Av_Pte_St_Cloud,2486,Av.Pte_St_Cloud-BP,2722,Pte_St_Cloud-Av_Pte_St_Cloud,2.2554719664782272,48.83843252834003,Feature,"[[2.2563499946275933, 48.83831143640659], [2.2555502765620505, 48.83837563292427], [2.2550497033022436, 48.83852639067558], [2.254602649864777, 48.83861013461462]]",LineString
6628,2007-07-16T04:00:00,2023-01-01T02:00:00,Av_Simon_Bolivar,3435,Botzaris-Simon_Bolivar,3434,Manin-Simon_Bolivar,2.380511273932626,48.876092931349085,Feature,"[[2.379765433709827, 48.8762246775443], [2.3812571141554253, 48.87596118515385]]",LineString
4252,1996-10-10T04:00:00,2023-01-01T02:00:00,Courcelles,3186,Bd_Berthier-Courcelles,2989,Pl_Marechal_Juin-Courcelles,2.296462235828251,48.885893729491954,Feature,"[[2.2969868816249535, 48.885368305901046], [2.2959375900315484, 48.88641915308287]]",LineString
4249,1996-10-10T04:00:00,2023-01-01T02:00:00,Courcelles,2283,Courcelles_Bd_Somme,2284,Courcelles-Alsace,2.2930486356334,48.88905891133696,Feature,"[[2.292387482595179, 48.8897350321015], [2.2937097886716202, 48.88838279057243]]",LineString
6801,2013-09-05T04:00:00,2023-01-01T02:00:00,Bd_Malesherbes,3375,Malesherbes-Cardinet,3525,Place_du_Nicaragua,2.307890325652709,48.8845734963159,Feature,"[[2.3071776773841837, 48.88515021075976], [2.3086029739212335, 48.88399678187204]]",LineString
5470,1996-11-06T02:00:00,2023-01-01T02:00:00,Pl_d'Italie,2681,Pl_d'Italie-Bd_Auguste_Blanqui,2672,Av_des_Gobelins-Pl_d'Italie,2.35502670442971,48.831726264248985,Feature,"[[2.355199201746899, 48.83184529536616], [2.3548542071125214, 48.83160723313182]]",LineString
5115,1996-10-21T04:00:00,2023-01-01T02:00:00,Pl_de_la_Nation,2696,Pl_de_la_Nation-Face_7,2697,Pl_de_la_Nation-Face_14,2.3960805723052814,48.8478122682978,Feature,"[[2.395782584624949, 48.84776701953343], [2.3963785599856138, 48.847857517062174]]",LineString
5267,1996-10-28T02:00:00,2023-01-01T02:00:00,Place_Pte_Maillot,2781,Maillot-Bruix-Malakoff,2910,Pte_Maillot-Bretelle_3,2.281897454229094,48.87717088815703,Feature,"[[2.281221879691551, 48.8774011140492], [2.282573028766637, 48.876940662264865]]",LineString
266,1996-10-03T04:00:00,2023-01-01T02:00:00,Madeleine,148,Madeleine-Bd_Malesherbes,158,Madeleine-Tronchet,2.324112788788843,48.87060613659129,Feature,"[[2.324947487775671, 48.870863505534516], [2.324324037226133, 48.87105027063485], [2.323443175408236, 48.869854583293794]]",LineString
6589,2006-12-11T02:00:00,2023-01-01T02:00:00,Av_du_Mal_Gallieni,3416,Av_Mal_Gallieni-St_Dominique,3415,Av_Mal_Gallieni-Pl_Invalides,2.3131158087401227,48.85937824566467,Feature,"[[2.313052025696571, 48.85881435865789], [2.313179591783674, 48.85994213267146]]",LineString
4594,1996-10-16T04:00:00,2023-01-01T02:00:00,Bd_Murat,2435,Pl_Pte_d'Auteuil,2449,Bd_Murat-Molitor,2.2582644854540703,48.84662435331379,Feature,"[[2.257598507887341, 48.84538974412245], [2.2589304630208, 48.84785896250515]]",LineString
1880,1996-10-03T04:00:00,2023-01-01T02:00:00,Guy_Moquet,2035,Moquet-Sauffroy,2037,Av_de_Clichy-Moquet,2.3201741061699725,48.89143756728307,Feature,"[[2.31919173561622, 48.89123214641593], [2.321156476723725, 48.89164298815021]]",LineString
278,1996-10-03T04:00:00,2023-01-01T02:00:00,Pl_du_Canada,165,Pt_Alexandre_III_Droite,164,Pl_Canada-Winston_Churchill,2.3135905030141215,48.864818500691115,Feature,"[[2.313573746239877, 48.86500447973179], [2.313607259788366, 48.86463252165044]]",LineString
180,1996-10-03T04:00:00,2023-01-01T02:00:00,Pt_Neuf,72,Pt_Neuf_(Milieu_Grand_Bras),71,Pt_Neuf-Quai_Horloge,2.3417470709731543,48.8575010389209,Feature,"[[2.3414739849296473, 48.85717394452069], [2.342020157016662, 48.85782813332112]]",LineString
4287,1996-10-10T04:00:00,2023-01-01T02:00:00,Bd_Pereire,2304,Pereire-Laugier,2305,Pereire-Bayen,2.292831121664889,48.882410293500755,Feature,"[[2.2919219223353564, 48.881924412431594], [2.2937403209944214, 48.882896174569915]]",LineString
4292,1996-10-10T04:00:00,2023-01-01T02:00:00,Bd_Pereire,2308,Bd_Pereire-Guersant,2305,Pereire-Bayen,2.290676778111147,48.88160162201757,Feature,"[[2.2916746721386803, 48.882147100457196], [2.2896788840836138, 48.88105614357795]]",LineString
825,1996-10-03T04:00:00,2023-01-01T02:00:00,Pte_d'Italie,474,Pte_d'Italie-PI,475,Pte_d'Italie-PE_RN7,2.3606013279253735,48.81612730061369,Feature,"[[2.3606780209814913, 48.81590745186611], [2.3605246348692557, 48.81634714936127]]",LineString
4876,1996-10-17T04:00:00,2023-01-01T02:00:00,Taine,2595,Taine-Durance,3045,Pl_Felix_Eboue_Ouest,2.393691920452712,48.838964667126746,Feature,"[[2.3942918696975477, 48.83935806697825], [2.393091971207876, 48.83857126727525]]",LineString
5471,1996-11-06T02:00:00,2023-01-01T02:00:00,Pl_d'Italie,2672,Av_des_Gobelins-Pl_d'Italie,2655,Italie-Choisy-Vincent_Auriol,2.356028812221286,48.83175646413769,Feature,"[[2.3562582531815934, 48.83164573683497], [2.355799371260979, 48.83186719144041]]",LineString
666,1996-10-03T04:00:00,2023-01-01T02:00:00,Pl_Denfert_Rochereau,377,Pl_D_Roche-Bd_Raspail-Bd_Arago,386,Pl_D_Rochereau-Bd_St_Jacques,2.332787050797325,48.83444218449193,Feature,"[[2.3328668912429693, 48.83440655610056], [2.3327072103516806, 48.83447781288331]]",LineString
664,1996-10-03T04:00:00,2023-01-01T02:00:00,Pl_Denfert_Rochereau,377,Pl_D_Roche-Bd_Raspail-Bd_Arago,385,Pl_D_Rochereau-Av_Gal_Leclerc,2.3323593188169918,48.83406694936425,Feature,"[[2.3320114272823034, 48.83365608584519], [2.3327072103516806, 48.83447781288331]]",LineString
4950,1996-10-18T04:00:00,2023-01-01T02:00:00,Quai_de_Jemmapes,2622,Jemmapes-Villette,2621,Quai_Valmy-Louis_Blanc,2.369003966349131,48.88055492589864,Feature,"[[2.368062164548852, 48.87949834630711], [2.369756311566502, 48.88141908204141], [2.370021547900166, 48.881488413351235]]",LineString
6544,2004-06-10T04:00:00,2023-01-01T02:00:00,Didot,3001,Didot-Carton,3393,Didot-Pierre_Larousse,2.316456685711721,48.82866195551283,Feature,"[[2.315635201264436, 48.82810971052553], [2.3172781701590055, 48.82921420050012]]",LineString
5379,1996-10-30T02:00:00,2023-01-01T02:00:00,PI_Charles_Hermite,921,SI_Aubervilliers,954,AI_Chapelle,2.3655549032039405,48.90068533054525,Feature,"[[2.3645116832735296, 48.90069060957276], [2.366598123134351, 48.90068005151774]]",LineString
5177,1996-10-25T04:00:00,2023-01-01T02:00:00,PE_Plaine,610,AE_Plaine,2732,PE_Plaine,2.2932352664774527,48.827250261383234,Feature,"[[2.2908559814026117, 48.82792585357869], [2.293198730651513, 48.827220559881134], [2.2956342740737696, 48.826648335545194]]",LineString
5326,1996-10-28T02:00:00,2023-01-01T02:00:00,PE_Doree,539,AE_Doree,2818,PE_Daumesnil,2.4100377115542697,48.83427966066329,Feature,"[[2.407932251457074, 48.83339898382637], [2.409803622377765, 48.83404057587779], [2.411203907062958, 48.834810371602515], [2.4119688906948844, 48.83547504089764]]",LineString
5330,1996-10-28T02:00:00,2023-01-01T02:00:00,PE_Lagny,817,SE_Montreuil,534,AE_Vincennes,2.4152262680079994,48.850533759965,Feature,"[[2.4149721956715764, 48.848703701011715], [2.4154427979849724, 48.850835556634905], [2.4153539263668575, 48.85139476092843], [2.4152092823197133, 48.85181351971652], [2.414956337033728, 48.852318149154925]]",LineString
5184,1996-10-25T04:00:00,2023-01-01T02:00:00,PE_Point_du_Jour,2504,AE_Lafont,2725,SE_VGP,2.258374287198599,48.835471070228245,Feature,"[[2.2569513542501087, 48.83600954112724], [2.258033619875674, 48.835522609187606], [2.259023095365184, 48.83523922435519], [2.259846581443265, 48.835088235980955]]",LineString
5447,1996-11-06T02:00:00,2023-01-01T02:00:00,PE_St_Cloud,2491,AE_St_Cloud,2489,SE_St_Cloud,2.254314787654054,48.83860964637408,Feature,"[[2.253800319898318, 48.84026954241433], [2.2540671299016486, 48.83890042441911], [2.254526443888143, 48.837899674474436], [2.2551804481846833, 48.8371122884278]]",LineString
5436,1996-11-05T02:00:00,2023-01-01T02:00:00,PI_Muette,2437,AI_Muette,2441,SI_Muette,2.2660740271913795,48.863457759231785,Feature,"[[2.264151436858523, 48.86116240218585], [2.265173557649482, 48.8627801388867], [2.267110367187193, 48.86443609746704], [2.268218200931072, 48.86557615077371]]",LineString
5421,1996-11-05T02:00:00,2023-01-01T02:00:00,PI_Ternes,2746,SI_Champerret,2852,AI_Maillot,2.2841958712827135,48.88304069274947,Feature,"[[2.282450116869733, 48.881149249477396], [2.2830442165222706, 48.88202583179726], [2.2836413580358195, 48.88278087422232], [2.284373728154957, 48.88340451003091], [2.2862878525719514, 48.88455819967488]]",LineString
5493,1996-11-12T02:00:00,2023-01-01T02:00:00,Bercy_bretelle_8,2881,Bercy_bretelle_8-bretelle_12,2880,Bercy_bretelle_7-Bretelle_8,2.389074788801611,48.827888546556785,Feature,"[[2.387896448429662, 48.82840753867359], [2.3883247242705417, 48.828163428231385], [2.3885672633472472, 48.82798900336297], [2.3888401590258725, 48.827834726138015], [2.3891613343574836, 48.82778457224232], [2.3893859240026023, 48.82777456695616], [2.389552577487797, 48.827767134527946], [2.3898682086966567, 48.827723875593946], [2.3901169348345257, 48.827590508426546], [2.390254707953439, 48.827434144767516]]",LineString
6093,1997-12-17T02:00:00,2023-01-01T02:00:00,AE_Bercy_A4_bretelle_7,2816,AE_A4,3156,Bercy_bretelles_7-11,2.39315299962176,48.827370985963185,Feature,"[[2.3925203327652027, 48.827080538995425], [2.393785666478318, 48.827661432930945]]",LineString
773,1996-10-03T04:00:00,2023-01-01T02:00:00,Pte_d'Orleans,431,Pl_25_Aout_1944-Pte_Orleans,445,Av_Pte_Orleans-Sortie_A6A,2.325572664083217,48.82113671306272,Feature,"[[2.325715474519813, 48.82030508629716], [2.325429853646621, 48.82196833982828]]",LineString
775,1996-10-03T04:00:00,2023-01-01T02:00:00,Romain_Rolland-A6A,3175,SE_A6A-Orleans_bretelle_4,3232,Romain_Rolland_A6A,2.3295147996110535,48.81903829194689,Feature,"[[2.32857637444509, 48.8192288570944], [2.330453224777017, 48.818847726799376]]",LineString
967,1996-10-03T04:00:00,2023-01-01T02:00:00,Quai_d'Ivry,554,Quai_d'Ivry-Bruneseau,553,Quai_Ivry-AccesSortie BP-Berlier,2.3881016293924207,48.82533344651054,Feature,"[[2.3876478986277982, 48.82562231490309], [2.388555360157043, 48.825044578117996]]",LineString
1209,1996-10-03T04:00:00,2023-01-01T02:00:00,AE_Quai_Ivry_bretelle_6,548,AE_Quai_Ivry,555,Bruneseau -Acces PE -Sortie PI,2.385816505205297,48.82502959706587,Feature,"[[2.3847867705102908, 48.824243064418276], [2.38543447872205, 48.82473319003356], [2.3858253325213066, 48.82512276511511], [2.386900145832191, 48.8257374347385]]",LineString
6563,2006-02-09T02:00:00,2023-01-01T02:00:00,Daumesnil,3401,Daumesnil-Robert_Andre_Vivien,541,Guyane-Ste_Marie-PE,2.4109381065689206,48.83394093295536,Feature,"[[2.410458820791762, 48.83406366506737], [2.4114173923460793, 48.83381820084335]]",LineString
949,1996-10-03T04:00:00,2023-01-01T02:00:00,AE_Doree,3596,AE_Doree-1,541,Guyane-Ste_Marie-PE,2.410971206867142,48.83444790162339,Feature,"[[2.4106704023798904, 48.834208489087224], [2.4112720113543937, 48.834687314159545]]",LineString
1517,1996-10-03T04:00:00,2023-01-01T02:00:00,AE_Pantin,3573,AE_Pantin_milieu,803,Pte_Pantin-PE-N3,2.396356313549798,48.890834839724306,Feature,"[[2.3967105617621955, 48.89019668800733], [2.3961979714218393, 48.89107441222894], [2.3960689294465585, 48.89150211608382]]",LineString
1733,1996-10-03T04:00:00,2023-01-01T02:00:00,AE_Clignancourt,3603,AE_Clignancourt-1,893,Pte_Clignancourt-PE,2.3434667119806964,48.901227655407595,Feature,"[[2.3439868191880397, 48.901277725019185], [2.342946604773353, 48.90117758579601]]",LineString
5234,1996-10-25T04:00:00,2023-01-01T02:00:00,SE_Ternes,2760,Bd_Paladines-Charpentier,2762,SE_Ternes,2.283415310683365,48.88311116335558,Feature,"[[2.2840792052674814, 48.88351187467396], [2.282751416099249, 48.88271045203721]]",LineString
1873,1996-10-03T04:00:00,2023-01-01T02:00:00,Av_de_Clichy,2029,Av_de_Clichy-Bodin,2030,Av_de_Clichy-SNCF,2.316352098800791,48.89271807343776,Feature,"[[2.3155912244935384, 48.89315527125965], [2.317112973108043, 48.892280875615874]]",LineString
4267,1996-10-10T04:00:00,2023-01-01T02:00:00,Av_Champs_Elysees,2294,Av_Champs_Elysees-Washington,2296,Av_Champs_Elysees-Balzac,2.3000489411544196,48.872090076862385,Feature,"[[2.2993664847253443, 48.87230468059165], [2.300731397583495, 48.87187547313312]]",LineString
4530,1996-10-15T04:00:00,2023-01-01T02:00:00,Av_Pdt_Kennedy,2412,Av_Pdt_Kennedy-Av_Lamballe,2416,Av_Pdt_Kennedy-Boylesve,2.2847060868227893,48.85537233933619,Feature,"[[2.2857627165909133, 48.856208242204794], [2.2836494570546653, 48.85453643646759]]",LineString
6584,2006-12-11T02:00:00,2023-01-01T02:00:00,Bd_des_Invalides,3412,Bd_des_Invalides-Varenne,3411,Bd_des_Invalides-face_6,2.31502366508132,48.85551766902178,Feature,"[[2.3149549382875576, 48.85492223044765], [2.3150923918750816, 48.8561131075959]]",LineString
5584,1996-12-13T02:00:00,2023-01-01T02:00:00,Lecourbe,2935,Lecourbe-Seche-Peclet,2934,Lecourbe-Roussin,2.2998494920306953,48.841785357553135,Feature,"[[2.30063280260137, 48.84201964528629], [2.299066181460021, 48.84155106981997]]",LineString
