iu_ac,date_debut,date_fin,libelle,iu_nd_aval,libelle_nd_aval,iu_nd_amont,libelle_nd_amont,geo_point_2d_lon,geo_point_2d_lat,geo_shape_type,geo_shape_geometry_coordinates,geo_shape_geometry_type
99,1996-10-03T04:00:00,2023-01-01T02:00:00,Monge,81,Monge-Bernardins,82,Monge-Ecoles,2.3502228283259177,48.848499179810446,Feature,"[[2.350508817916282, 48.84811701747245], [2.349936838735553, 48.84888134214845]]",LineString
5066,1996-10-21T04:00:00,2023-01-01T02:00:00,Bd_de_l'Hopital,2674,Bd_de_l'Hopital-Pinel,2673,Bd_l'Hopital-Jeanne_d'Arc,2.3584586613675125,48.83556644920411,Feature,"[[2.3592003652984856, 48.83661387361135], [2.3577169574365393, 48.83451902479688]]",LineString
5068,1996-10-21T04:00:00,2023-01-01T02:00:00,Bd_de_l'Hopital,2674,Bd_de_l'Hopital-Pinel,2675,Bd_de_l'Hopital-Pl_d'Italie,2.356894173391471,48.83312034720471,Feature,"[[2.355799371260979, 48.83186719144041], [2.356221291652668, 48.83220193356745], [2.3579055380032465, 48.83445458126251]]",LineString
4730,1996-10-16T04:00:00,2023-01-01T02:00:00,Amiral_Cloue-Pt_Mirabeau,2387,Rond_Point_Mirabeau,2401,Pl_de_Barcelone,2.2736676112830994,48.84737603351809,Feature,"[[2.2735844980255107, 48.847402091721435], [2.2737507245406876, 48.84734997531474]]",LineString
5568,1996-12-12T02:00:00,2023-01-01T02:00:00,Vaugirard,2923,Vaugirard-Cherche_Midi,2922,Vaugirard-Bd_Pasteur,2.3152606172110257,48.843724027425715,Feature,"[[2.3127767531548176, 48.842997108434524], [2.3177444812672334, 48.844450946416906]]",LineString
5570,1996-12-12T02:00:00,2023-01-01T02:00:00,Vaugirard,3345,Vaugirard-Littre-Jean_Ferrandi,2924,Vaugirard-Montparnasse-Maine,2.3220708585964327,48.845679919241434,Feature,"[[2.3200021685382364, 48.84509798694328], [2.3201827213931034, 48.84515829011614], [2.3241423442658102, 48.8462526843605]]",LineString
6319,2000-10-26T04:00:00,2023-01-01T02:00:00,Bd_Voltaire,3259,Bd_Voltaire-Sedaine,3258,Pl_Leon_Blum,2.379385999286701,48.85831767619408,Feature,"[[2.38014472540068, 48.8578731156082], [2.378627273172722, 48.85876223677997]]",LineString
4981,1996-10-18T04:00:00,2023-01-01T02:00:00,Av_Claude_Vellefaux,2640,Av_Claude_Vellefaux-St_Maur,2639,Vellefaux-Sambre_et_Meuse,2.370253386318338,48.87449181273814,Feature,"[[2.370232476079603, 48.87521934566178], [2.3702742965570733, 48.8737642798145]]",LineString
6330,2000-10-26T04:00:00,2023-01-01T02:00:00,Av_Parmentier,3283,Parmentier-Sedaine,3280,Chemin_Vert-Parmentier,2.3789757420277704,48.859669637382616,Feature,"[[2.378553167154232, 48.86025351689177], [2.3793983169013093, 48.859085757873444]]",LineString
4669,1996-10-16T04:00:00,2023-01-01T02:00:00,Av_Ledru_Rollin,2483,Av_Ledru_Rollin-Charonne,2487,Av_Ledru_Rollin-Basfroi,2.377928640021879,48.85455885677559,Feature,"[[2.37864357743915, 48.85581108337073], [2.3772137026046076, 48.85330663018046]]",LineString
527,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_de_Strasbourg,314,Bd_Strasbourg-Metz,313,Bd_Strasbourg-Bd_St_Denis,2.3545872604000726,48.869953133970924,Feature,"[[2.3542682852294097, 48.86933216887022], [2.354906235570735, 48.870574099071625]]",LineString
4697,1996-10-16T04:00:00,2023-01-01T02:00:00,VGP,2506,VGP-Rampe_Wilhem,3326,VGP-Rampe_Van_Loo,2.2709166180938323,48.84324886222545,Feature,"[[2.26917007401065, 48.84144384873222], [2.2726631621770146, 48.84505387571869]]",LineString
4385,1996-10-14T04:00:00,2023-01-01T02:00:00,Av_Foch,2351,Foch-Pergolese,2352,Pte_Dauphine-Foch,2.27775597188705,48.8718489237945,Feature,"[[2.2759164286724727, 48.87163853807607], [2.279595515101627, 48.87205930951293]]",LineString
4435,1996-10-14T04:00:00,2023-01-01T02:00:00,Av_Foch,2361,Pl_Charles_de_Gaulle,2370,Foch-Presbourg,2.293376038634109,48.87361573325802,Feature,"[[2.292763847714662, 48.87353661503523], [2.2939882295535563, 48.87369485148082]]",LineString
4436,1996-10-14T04:00:00,2023-01-01T02:00:00,Av_Victor_Hugo,2372,Hugo-Presbourg,2371,Hugo-Valery,2.2910131361266677,48.872017724196496,Feature,"[[2.288879509425107, 48.87111231606223], [2.293146762828228, 48.872923132330754]]",LineString
4800,1996-10-17T04:00:00,2023-01-01T02:00:00,Av_Daumesnil,2555,Av_Daumesnil-Fecamp,520,Av_Daumesnil-Av_Gal_Mich_Bizot,2.4028440496635777,48.836975994625014,Feature,"[[2.403421367893708, 48.83675629806049], [2.402266731433447, 48.837195691189535]]",LineString
4303,1996-10-10T04:00:00,2023-01-01T02:00:00,Av_des_Ternes,2310,Bd_Pereire-Av_Ternes,2313,Ternes-Gouvion,2.286543856280591,48.88035186273157,Feature,"[[2.2853166458288876, 48.88063732431397], [2.287771066732294, 48.88006640114918]]",LineString
4507,1996-10-15T04:00:00,2023-01-01T02:00:00,Quai_Louis_Bleriot,3047,Bleriot-Degas,2403,Quai_Louis_Bleriot-Pt_Mirabeau,2.27578879203503,48.84850677734933,Feature,"[[2.274430117724139, 48.847143106170854], [2.2771474663459204, 48.849870448527795]]",LineString
4742,1996-10-17T04:00:00,2023-01-01T02:00:00,Bd_de_Charonne,2531,Bd_Charonne-Vignoles,2527,Bd_Charonne-Montreuil,2.397893735206682,48.8522252100779,Feature,"[[2.39854955660664, 48.85140408458427], [2.3972379138067237, 48.85304633557153]]",LineString
6413,2001-07-18T04:00:00,2023-01-01T02:00:00,Bd_de_Belleville,3322,Bd_de_Belleville-l'Orillon,3321,Bd_de_Belleville-Fontaine_Roi,2.378849092224415,48.87046880771697,Feature,"[[2.3792936040153316, 48.87012205912498], [2.3784045804334983, 48.870815556308955]]",LineString
6042,1997-10-14T04:00:00,2023-01-01T02:00:00,Bd_Batignolles,3130,Batignolles-Boursault,3129,Bd_Batignolles-Truchet,2.3221878709067263,48.88260575609587,Feature,"[[2.324007674899513, 48.88297477572873], [2.3203680669139395, 48.88223673646302]]",LineString
6272,2000-04-28T04:00:00,2023-01-01T02:00:00,Bd_de_Courcelles,2331,Bd_Courcelles-Renaudes,3252,Bd_Courcelles-Courcelles,2.30193413894516,48.87897460331415,Feature,"[[2.3031058476830015, 48.879221923049414], [2.3007624302073184, 48.878727283578876]]",LineString
5934,1997-09-23T04:00:00,2023-01-01T02:00:00,Bd_de_Clichy,3083,Clichy-Fromentin,3082,Place_Blanche,2.3336996126719223,48.88332096030095,Feature,"[[2.3325264071199956, 48.883666024686526], [2.334872818223849, 48.882975895915365]]",LineString
5940,1997-09-23T04:00:00,2023-01-01T02:00:00,Bd_de_Rochechouart,3086,Rochechouart-Dancourt,3085,Bd_Clichy-Bd_Rochechouart,2.3408016751879073,48.88208330519228,Feature,"[[2.339646223629476, 48.881874737547804], [2.3419571267463386, 48.88229187283676]]",LineString
1595,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_de_Rochechouart,3088,Rochechouart-Clignancourt,834,Magenta-Barbes-Chapelle-Rochech,2.3494442867374925,48.883860747688594,Feature,"[[2.3495206725909394, 48.88386937811454], [2.349367900884045, 48.88385211726265]]",LineString
4879,1996-10-17T04:00:00,2023-01-01T02:00:00,Av_Jean_Jaures,3400,Jaures-face_107,2584,Av_J.Jaures-Crimee-Lorraine,2.381397999252152,48.88581344619633,Feature,"[[2.3820715095670675, 48.88599453355297], [2.3807244889372368, 48.88563235883969]]",LineString
5868,1997-04-15T04:00:00,2023-01-01T02:00:00,Daumesnil,3046,Av_Daumesnil-Colonel_Oudot,520,Av_Daumesnil-Av_Gal_Mich_Bizot,2.4044924142456727,48.83620238369499,Feature,"[[2.4033798000380027, 48.83660044703248], [2.4056050284533423, 48.8358043203575]]",LineString
1367,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_du_Temple,740,Bd_Temple-Filles_du_Calvaire,739,Bd_Temple-Saintonge-JP_Timbaud,2.366188296889587,48.86385455157115,Feature,"[[2.365724152888347, 48.86462779568387], [2.3666524408908267, 48.86308130745844]]",LineString
376,1996-10-03T04:00:00,2023-01-01T02:00:00,St_Antoine,219,St_Antoine-Jacques_Coeur,220,Bastille-St_Antoine,2.3680570863951003,48.853334646688445,Feature,"[[2.368461247571322, 48.853286071249094], [2.367652925218879, 48.853383222127796]]",LineString
35,1996-10-03T04:00:00,2023-01-01T02:00:00,Rivoli,16,Rivoli-Rohan,34,Rivoli-Palais_Royal,2.336162587337542,48.86241818541167,Feature,"[[2.3369915823366556, 48.8621582136371], [2.3353335923384284, 48.86267815718623]]",LineString
781,1996-10-03T04:00:00,2023-01-01T02:00:00,A._Rivoire-D._Weill,401,Jourdan-Deutsch_de_la_Meurthe,450,Av_Descave-P._V._Couturier,2.333251152147871,48.81907340513899,Feature,"[[2.3321669666661666, 48.81698973949431], [2.334335337629575, 48.82115707078366]]",LineString
694,1996-10-03T04:00:00,2023-01-01T02:00:00,Alesia,398,Alesia-Tombe_Issoire,399,Av_Rene_Coty-Alesia,2.3336158735116976,48.82767751206653,Feature,"[[2.3347450335124336, 48.82752114271587], [2.3324867135109617, 48.8278338814172]]",LineString
4010,1996-10-03T04:00:00,2023-01-01T02:00:00,Av_de_Clichy,2029,Av_de_Clichy-Bodin,2037,Av_de_Clichy-Moquet,2.3188079239898496,48.89143424973461,Feature,"[[2.319083026525339, 48.891285119144456], [2.31853282145436, 48.89158338032476]]",LineString
4934,1996-10-18T04:00:00,2023-01-01T02:00:00,Av_du_Trone,289,Vincennes-Picpus-Charonne,2612,Pl_Nation-Av_du_Trone,2.3979082361475244,48.84812196290247,Feature,"[[2.396804187370103, 48.84822459460679], [2.399012284924946, 48.84801933119814]]",LineString
6452,2002-03-05T02:00:00,2023-01-01T02:00:00,Av_Flandre,3339,Flandre-Ourcq,3338,Flandre-Joinville,2.3783490680192045,48.891702723329786,Feature,"[[2.377599406512295, 48.8911089674465], [2.3790987295261137, 48.89229647921307]]",LineString
4478,1996-10-15T04:00:00,2023-01-01T02:00:00,Quai_Andre_Citroen,2386,Quai_Andre-Citoen-Javel,2385,Pl_Fernand_Forest,2.2801398277864995,48.84836201723546,Feature,"[[2.2815230706855347, 48.84932924285001], [2.2787565848874642, 48.847394791620914]]",LineString
4524,1996-10-15T04:00:00,2023-01-01T02:00:00,Av_Pdt_Kennedy,2411,Av_Pdt_Kennedy-Ranelagh,2412,Av_Pdt_Kennedy-Av_Lamballe,2.282152307505629,48.85361565139259,Feature,"[[2.2836494570546653, 48.85453643646759], [2.2806551579565926, 48.85269486631759]]",LineString
1453,1996-10-03T04:00:00,2023-01-01T02:00:00,Belgrand,685,Belgrand-Pelleport,707,Pl_Pte_de_Bagnolet,2.406404667269105,48.86463281984096,Feature,"[[2.408657207239315, 48.86465464670026], [2.4080924548110203, 48.8645627843442], [2.404145990825417, 48.864709839979504]]",LineString
283,1996-10-03T04:00:00,2023-01-01T02:00:00,Rivoli,2245,Rivoli-Echelle,16,Rivoli-Rohan,2.3344290585537735,48.86296591063161,Feature,"[[2.3351458671496284, 48.862734771627416], [2.333712249957919, 48.863197049635794]]",LineString
1591,1996-10-03T04:00:00,2023-01-01T02:00:00,Rue_du_Fbg_St_Denis,845,Valenciennes-Rue_Fbg_St_Denis,827,Bd_Magenta-Rue_Fbg_St_Denis,2.356191761310509,48.877241647078336,Feature,"[[2.3559286074515398, 48.87643347076794], [2.3564549151694782, 48.87804982338873]]",LineString
6570,2006-10-03T04:00:00,2023-01-01T02:00:00,Av_Pdt_Wilson,3404,Av_Pdt_Wilson-Trocadero,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,2.28921548474145,48.863586477888,Feature,"[[2.290504519479093, 48.86392787405481], [2.287926450003807, 48.863245081721196]]",LineString
7183,2019-03-26T02:00:00,2023-01-01T02:00:00,Av_Kleber,2376,Kleber-Portugais,3722,Kleber-Copernic,2.2924500951181446,48.870095775728146,Feature,"[[2.291614465694334, 48.868949030792784], [2.2932857245419553, 48.8712425206635]]",LineString
55,1996-10-03T04:00:00,2023-01-01T02:00:00,Petit_Pont,51,Montebello-Petit_Pt,50,Cite-Marche_Neuf,2.3469276227439457,48.85328214625215,Feature,"[[2.3470513984652843, 48.853480423462564], [2.3468038470226085, 48.85308386904173]]",LineString
6744,2012-07-04T04:00:00,2023-01-01T02:00:00,Bd_St_Martin,334,Bd_St_Martin_(Theatre),315,Pte_St_Martin,2.3565306712227447,48.868800967326166,Feature,"[[2.3555581801198713, 48.86894855513653], [2.357503162325618, 48.86865337951581]]",LineString
253,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Madeleine,153,Bd_Capucines-Cambon,152,Madeleine-Madeleine,2.326347603114046,48.86957621668922,Feature,"[[2.324716203456443, 48.86928288293394], [2.3279790027716487, 48.869869550444484]]",LineString
1952,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_des_Italiens,2137,Bd_des_Italiens-Taitbout,2138,Bd_des_Italiens-Chaussee_d'Antin,2.335804688373502,48.87120904534737,Feature,"[[2.334497897316959, 48.870978510138436], [2.3371114794300456, 48.871439580556306]]",LineString
256,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_des_Capucines,153,Bd_Capucines-Cambon,154,Bd_Capucines-Scribe,2.3288941892980026,48.87015005989183,Feature,"[[2.3298755259464747, 48.87031722787214], [2.3279128526495305, 48.869982891911505]]",LineString
6757,2012-09-04T04:00:00,2023-01-01T02:00:00,Quai_Tuileries,3500,Quai_Tuileries-face_28,132,Tuileries-Sedar_Senghor,2.326090272107523,48.86210654571272,Feature,"[[2.3246133662285597, 48.86257305389663], [2.3275671779864857, 48.8616400375288]]",LineString
5,1996-10-03T04:00:00,2023-01-01T02:00:00,Quai_de_la_Megisserie,5,Megisserie-Bertin_Poiree,4,Pt_Neuf_Droite,2.343447270814293,48.858213830732595,Feature,"[[2.3425512375187663, 48.858464231257095], [2.3443433041098194, 48.857963430208095]]",LineString
12,1996-10-03T04:00:00,2023-01-01T02:00:00,Quai_Hotel_de_Ville,12,Hotel_Ville-Pt_Louis_Philippe,11,Lobau-Quais,2.3537395493283375,48.8547945250628,Feature,"[[2.3526858851724572, 48.855239963004976], [2.354793213484218, 48.85434908712062]]",LineString
4773,1996-10-17T04:00:00,2023-01-01T02:00:00,Bd_de_Reuilly,2538,Bd_de_Reuilly-Bd_de_Picpus,2544,Bd_Reuilly-Dr._Goujon,2.4002894211332424,48.83962854973468,Feature,"[[2.4001332691769397, 48.83957153886043], [2.400445573089545, 48.839685560608906]]",LineString
1361,1996-10-03T04:00:00,2023-01-01T02:00:00,Oberkampf,703,Richard_Lenoir-Oberkampf,699,Bd_Voltaire-Oberkampf,2.370439859982425,48.86388371991964,Feature,"[[2.3701931424824196, 48.86378387202115], [2.37068657748243, 48.86398356781814]]",LineString
6517,2003-03-07T02:00:00,2023-01-01T02:00:00,Belleville,3380,Belleville-Jourdain,3379,Belleville-Fetes-Metra,2.3907739797964194,48.87543985016308,Feature,"[[2.392216015366883, 48.8754756505496], [2.391620694977514, 48.87548588264197], [2.391027230427798, 48.875484294996156], [2.3905428117372565, 48.87546993152843], [2.390129645622076, 48.87543693522808], [2.3897113698900823, 48.875368801507726], [2.389369740092257, 48.87520003527904]]",LineString
6516,2003-03-07T02:00:00,2023-01-01T02:00:00,Belleville,3377,Belleville-Pyrenees,3378,Belleville-Rebeval,2.3842967317506,48.87362818581103,Feature,"[[2.3832004868163503, 48.873458053341515], [2.3847033771723996, 48.87366503548892], [2.3848924181767983, 48.87371619889355], [2.3850993665196194, 48.87378996431977], [2.385370301738378, 48.873891208840945]]",LineString
5077,1996-10-21T04:00:00,2023-01-01T02:00:00,Ledru_Rollin,2481,Rue_Fbg_St_Antoine-Av_L_Rollin,2676,Av_Ledru_Rollin-Charenton,2.375211913776746,48.850422483787796,Feature,"[[2.3743123174725866, 48.849592201629186], [2.376111510080906, 48.851252765946406]]",LineString
4501,1996-10-15T04:00:00,2023-01-01T02:00:00,Av_Raymond_Poincare,2355,Pl_Victor_Hugo,2399,Poincarre-St_Didier,2.285852942414115,48.86790869396977,Feature,"[[2.286276219779216, 48.866248077529974], [2.285491525492232, 48.86927634097879], [2.28557535629355, 48.86956734854984]]",LineString
4525,1996-10-15T04:00:00,2023-01-01T02:00:00,Av_Henri_Martin,2413,Henri_Martin-Lamartine-Mignard,2404,Place_Tattegrain,2.2737940645314767,48.86413952892055,Feature,"[[2.2727274219256564, 48.86403211741284], [2.273926682145187, 48.864182800949614], [2.2748648231176296, 48.86417889271253]]",LineString
4677,1996-10-16T04:00:00,2023-01-01T02:00:00,Av_de_la_Pte_de_St_Cloud,2492,Av_Pte_St_Cloud-Ferdinand_Buisso,2486,Av.Pte_St_Cloud-BP,2.253191076367142,48.83863557764142,Feature,"[[2.254005388858561, 48.83865816136256], [2.2532621343745154, 48.83860462470588], [2.2523769397214255, 48.838673554737404]]",LineString
1266,1996-10-03T04:00:00,2023-01-01T02:00:00,Pl_Republique,686,Republique-Voltaire,669,Pl_Republique-Bd_Temple,2.365433597818971,48.86680737689042,Feature,"[[2.3652812096234896, 48.86670469151919], [2.3655859860144526, 48.86691006226166]]",LineString
401,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Beaumarchais,237,Beaumarchais-Richard_Lenoir,236,Pl_Bastille-Bd_Beaumarchais,2.3689092395020146,48.85439281190525,Feature,"[[2.3690133656931374, 48.85394979197501], [2.368805113310892, 48.85483583183549]]",LineString
5571,1996-12-12T02:00:00,2023-01-01T02:00:00,Vaugirard,2926,Vaugirard-Bd_Raspail,2925,Vaugirard-Rennes,2.327430869953156,48.847175837706295,Feature,"[[2.326993379860404, 48.847010235286135], [2.3271740205161344, 48.8471018079995], [2.3278786723704914, 48.84731576956452]]",LineString
6622,2007-07-16T04:00:00,2023-01-01T02:00:00,Av_Simon_Bolivar,3432,Atlas-Simon_Bolivar,3427,Mathurin_Moreau-Simon_Bolivar,2.3754125735434335,48.87646256346723,Feature,"[[2.3741608958511504, 48.876999925546436], [2.3743620679873936, 48.876772339750104], [2.374722237791403, 48.876544127252245], [2.375093576758065, 48.87640293744746], [2.375494393954776, 48.87632747963444], [2.375981324954272, 48.87629981928613], [2.3764255571690547, 48.87633439321803], [2.376803733648562, 48.876384701706996]]",LineString
1663,1996-10-03T04:00:00,2023-01-01T02:00:00,Ordener,880,Ordener-Hermel-Pl_Jules_Joffrin,881,Baudelique-Ordener,2.3478339645770503,48.891895754227136,Feature,"[[2.348722587016959, 48.89173388188672], [2.3469453421371416, 48.89205762656754]]",LineString
1896,1996-10-03T04:00:00,2023-01-01T02:00:00,Guy_Moquet,2048,Av_St_Ouen-Moquet,2049,Moquet-Lacaille,2.326075920365536,48.89267980669064,Feature,"[[2.3248192377584838, 48.892408796114424], [2.327332602972589, 48.89295081726686]]",LineString
6073,1997-10-14T04:00:00,2023-01-01T02:00:00,Bd_Malesherbes,3145,Malesherbes-Bienfaisance,3144,Malesherbes-Laborde,2.31840177926159,48.87613163763452,Feature,"[[2.319010049894696, 48.875634987849736], [2.3177935086284838, 48.87662828741931]]",LineString
4329,1996-10-10T04:00:00,2023-01-01T02:00:00,Av_de_Villiers,3527,Place_du_Bresil,2987,Pl_Marechal_Juin-Av_Villiers2,2.300254625118301,48.884530857068754,Feature,"[[2.2979911363618966, 48.88483286263822], [2.3025181138747057, 48.88422885149929]]",LineString
5469,1996-11-06T02:00:00,2023-01-01T02:00:00,Pl_d'Italie,2655,Italie-Choisy-Vincent_Auriol,2681,Pl_d'Italie-Bd_Auguste_Blanqui,2.3553180530486895,48.83090653227064,Feature,"[[2.355001737350737, 48.83105157882962], [2.355334397540521, 48.83086466624531], [2.355655597167302, 48.83082667189378]]",LineString
5648,1997-01-09T02:00:00,2023-01-01T02:00:00,Pte_Dauphine,2962,Pte_Dauphine-Acces_PI,2793,Pte_Dauphine-Amiral_Bruix,2.2750606427692492,48.87224971568055,Feature,"[[2.275394546933275, 48.872203766804844], [2.274726738605224, 48.87229566455627]]",LineString
241,1996-10-03T04:00:00,2023-01-01T02:00:00,Madeleine,147,Madeleine-Royale,148,Madeleine-Bd_Malesherbes,2.3235411237810526,48.86945849486307,Feature,"[[2.3233591031710685, 48.8697033511487], [2.323723144391036, 48.86921363857743]]",LineString
4951,1996-10-18T04:00:00,2023-01-01T02:00:00,Bd_de_la_Villette,2622,Jemmapes-Villette,2600,Pl_Stalingrad,2.3700189070013247,48.88194625229704,Feature,"[[2.370016266102483, 48.88240409124284], [2.370021547900166, 48.881488413351235]]",LineString
170,1996-10-03T04:00:00,2023-01-01T02:00:00,Pt_Carrousel,1,Pt_Carrousel_Droite,67,Pt_Carrousel_Gauche,2.332967026358552,48.85926319408798,Feature,"[[2.332675012569225, 48.85846440592582], [2.3326317079257213, 48.8587434040434], [2.3334197551070197, 48.86002976674308]]",LineString
6491,2002-10-02T04:00:00,2023-01-01T02:00:00,Av_de_Tourville,3361,Tourville-La_Tour_Maubourg,3359,Av_Duquesne-Av_de_Tourville,2.307997879866323,48.854009182654025,Feature,"[[2.306450702414611, 48.85408561986558], [2.309545057318036, 48.85393274544248]]",LineString
6861,2014-04-29T04:00:00,2023-01-01T02:00:00,Av_de_la_Motte_Picquet,3553,Fabert_Grenelle_Motte-Picquet,3419,Bd_Tour_Maubourg-Av_Motte_Picqu,2.3105400502844646,48.85764542793275,Feature,"[[2.309911760690688, 48.85719612392255], [2.3111683398782414, 48.85809473194295]]",LineString
4599,1996-10-16T04:00:00,2023-01-01T02:00:00,Pt_de_l'Alma,2323,Pl_de_l'Alma,2357,Pl_de_la_Resistance,2.3018585610556053,48.863300400983555,Feature,"[[2.301946952252506, 48.86243274648074], [2.301770169858704, 48.86416805548637]]",LineString
6595,2006-12-11T02:00:00,2023-01-01T02:00:00,Bd_de_la_Tour_Maubourg,3419,Bd_Tour_Maubourg-Av_Motte_Picqu,3361,Tourville-La_Tour_Maubourg,2.3097319641295786,48.85561395133151,Feature,"[[2.3095521675684694, 48.85403177874048], [2.309911760690688, 48.85719612392255]]",LineString
5814,1997-03-13T02:00:00,2023-01-01T02:00:00,Bd_Raspail,3033,Bd_Raspail-Fleurus,2926,Vaugirard-Bd_Raspail,2.3279780854908863,48.84698565533185,Feature,"[[2.3278786723704914, 48.84731576956452], [2.3280774986112815, 48.84665554109918]]",LineString
347,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Raspail,201,Bd_Raspail-Varenne,202,Sevres-Babylone,2.326897728249262,48.85164427184779,Feature,"[[2.326922070943869, 48.85156702356654], [2.326873385554655, 48.85172152012905]]",LineString
4941,1996-10-18T04:00:00,2023-01-01T02:00:00,Quai_de_Valmy,2616,Quai_Valmy-Lancry,2619,Valmy-Recollets-L.Sampaix,2.3632310219642116,48.87352807300437,Feature,"[[2.3628316049323566, 48.87421083272926], [2.3630249413604316, 48.87374086139983], [2.363718994870609, 48.872898357924335]]",LineString
4945,1996-10-18T04:00:00,2023-01-01T02:00:00,Quai_de_Valmy,2621,Quai_Valmy-Louis_Blanc,2600,Pl_Stalingrad,2.3680265583817444,48.88121415223815,Feature,"[[2.3690261806582407, 48.88239956983699], [2.367026936105248, 48.88002873463931]]",LineString
1742,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Macdonald,3048,Bd Macdonald-Allee des Cardinoux,912,Ney-Macdonald-Aubervilliers,2.3718236666720136,48.89862428655984,Feature,"[[2.371013325612969, 48.8986134577049], [2.3726340077310586, 48.89863511541478]]",LineString
1111,1996-10-03T04:00:00,2023-01-01T02:00:00,Av_Pte_de_Sevres,618,Pte_Sevres-Armee_Air,577,Bd_Victor-Balard,2.2778522487341375,48.83555750250388,Feature,"[[2.2781012394291666, 48.836040351546664], [2.277603258039109, 48.8350746534611]]",LineString
4568,1996-10-15T04:00:00,2023-01-01T02:00:00,Av_de_St_Cloud,2410,Place_de_Colombie,2439,Av_St_Cloud-Fortifications-BP,2.2648023608757333,48.86254997931692,Feature,"[[2.264259790027438, 48.86250862142746], [2.2653449317240284, 48.862591337206375]]",LineString
5388,1996-11-01T02:00:00,2023-01-01T02:00:00,PI_Pre_St_Gervais,2842,SI_Lilas,788,SI_Pre_St_Gervais,2.4027147272323033,48.88143611923031,Feature,"[[2.401044655865503, 48.88237721591361], [2.4019259822841255, 48.881704744047724], [2.4029705993239503, 48.88122857544073], [2.40452217014804, 48.88077124300445]]",LineString
5346,1996-10-29T02:00:00,2023-01-01T02:00:00,PI_Pont_Amont,547,SI_Quai_Ivry,2824,AI_A4,2.38835503793778,48.82641573049593,Feature,"[[2.389862717613071, 48.82693952382681], [2.386847358262488, 48.82589193716506]]",LineString
5185,1996-10-25T04:00:00,2023-01-01T02:00:00,PI_Montrouge,436,SI_Chatillon,443,AI_Orleans,2.319187595491452,48.82150731210163,Feature,"[[2.3219324724526973, 48.820904349202685], [2.316442718530207, 48.822110275000576]]",LineString
5205,1996-10-25T04:00:00,2023-01-01T02:00:00,PI_Plaine,2745,PI_Plaine,632,AI_Brancion,2.2935991072645203,48.827291701571625,Feature,"[[2.2962931833101288, 48.82664278011451], [2.293295907826174, 48.82731201658041], [2.2909347491675054, 48.82805161327838]]",LineString
5212,1996-10-25T04:00:00,2023-01-01T02:00:00,PI_Heliport,595,SI_Quai_Issy,607,AI_Sevres,2.273164562447877,48.83512848892821,Feature,"[[2.2744222636673475, 48.834887782362884], [2.2719068612284063, 48.83536919549354]]",LineString
5465,1996-11-07T02:00:00,2023-01-01T02:00:00,AE_A3_bretelle_1,2829,AE_A3,3538,A3_bretelle_1,2.413970780415665,48.86737864580919,Feature,"[[2.4149119733885427, 48.86641218936755], [2.414365482798524, 48.86673401555847], [2.4140176954481674, 48.86709005169897], [2.413702338504967, 48.86754379667175], [2.4133898674610204, 48.86861117190189]]",LineString
1463,1996-10-03T04:00:00,2023-01-01T02:00:00,AI_Bagnolet,3591,AI_Bagnolet-1,777,Av_Cartellier-Bretelle_3,2.412591805311111,48.86415250864956,Feature,"[[2.4117698642741856, 48.86490017162215], [2.4123134675895774, 48.86448117796112], [2.412756022297337, 48.864192063207206], [2.4128980326775795, 48.864010598682334], [2.412980035482592, 48.86374587553824], [2.413123258107311, 48.863204941341145]]",LineString
5464,1996-11-07T02:00:00,2023-01-01T02:00:00,SE_A3_bretelle_4,2867,A3_bretelles_2-4,2826,SE_A3,2.416817059250391,48.86440163531112,Feature,"[[2.414029635962324, 48.861302194933494], [2.4141224407999697, 48.863101358520176], [2.4141825908951353, 48.863683499060365], [2.41437489809705, 48.863989082581725], [2.4150357622540843, 48.86441048937516], [2.4158654055559765, 48.86475666809472], [2.4166837037356537, 48.86503111731636], [2.4176603583232854, 48.86516128615816], [2.4185474664258897, 48.86517474553129], [2.4196155907312202, 48.86529311171546], [2.421410302200348, 48.865745777513204]]",LineString
6159,1998-07-29T04:00:00,2023-01-01T02:00:00,SE_Chapelle_bretelle_2,3187,Chapelle_bretelle_2-bretelle_10,2838,SE_Chapelle,2.362887083779887,48.901105267371456,Feature,"[[2.363981994824789, 48.90086933340631], [2.3632590571659975, 48.90105429410674], [2.361783363524973, 48.90129936265905]]",LineString
1141,1996-10-03T04:00:00,2023-01-01T02:00:00,Rond_Pt_Pte_Plaine,629,Pte_Plaine-Acces_Periph,630,Pte_Plaine-Louis_Vicat,2.292844558846462,48.827382288261155,Feature,"[[2.2927528694077037, 48.82719509765397], [2.292936248285221, 48.82756947886834]]",LineString
